Date;Series1
2019-11-06 08:21:04.327;2.75
2019-11-06 08:21:04.340;2.75
2019-11-06 08:21:04.357;2.75
2019-11-06 08:21:04.373;2.75
2019-11-06 08:21:04.390;2.75
2019-11-06 08:21:04.403;2.75
2019-11-06 08:21:04.420;2.75
2019-11-06 08:21:04.437;2.75
2019-11-06 08:21:04.437;2.75
2019-11-06 08:21:04.450;2.75
2019-11-06 08:21:04.467;2.75
2019-11-06 08:21:04.483;2.75
2019-11-06 08:21:04.497;2.75
2019-11-06 08:21:04.513;2.75
2019-11-06 08:21:04.530;2.75
2019-11-06 08:21:04.543;2.75
2019-11-06 08:21:04.560;2.75
2019-11-06 08:21:04.577;2.75
2019-11-06 08:21:04.577;2.75
2019-11-06 08:21:04.577;2.75
2019-11-06 08:21:04.590;2.75
2019-11-06 08:21:04.590;2.75
2019-11-06 08:21:04.590;2.75
2019-11-06 08:21:04.607;2.75
2019-11-06 08:21:04.623;2.75
2019-11-06 08:21:04.623;2.75
2019-11-06 08:21:04.623;2.75
2019-11-06 08:21:04.640;2.75
2019-11-06 08:21:04.640;2.75
2019-11-06 08:21:04.653;2.75
2019-11-06 08:21:04.653;2.75
2019-11-06 08:21:04.670;2.75
2019-11-06 08:21:04.687;2.73
2019-11-06 08:21:04.700;2.75
2019-11-06 08:21:04.700;2.75
2019-11-06 08:21:04.780;2.75
2019-11-06 08:21:04.857;2.77
2019-11-06 08:21:04.950;2.75
2019-11-06 08:21:05.030;2.75
2019-11-06 08:21:05.107;2.75
2019-11-06 08:21:05.200;2.77
2019-11-06 08:21:05.327;2.75
2019-11-06 08:21:05.420;2.77
2019-11-06 08:21:05.497;2.77
2019-11-06 08:21:05.607;2.77
2019-11-06 08:21:05.700;2.77
2019-11-06 08:21:05.890;2.77
2019-11-06 08:21:06.060;2.77
2019-11-06 08:21:06.170;2.77
2019-11-06 08:21:06.263;2.77
2019-11-06 08:21:06.373;2.77
2019-11-06 08:21:06.467;2.77
2019-11-06 08:21:06.530;2.77
2019-11-06 08:21:06.747;2.77
2019-11-06 08:21:06.903;2.77
2019-11-06 08:21:06.983;2.77
2019-11-06 08:21:07.090;2.77
2019-11-06 08:21:07.170;2.77
2019-11-06 08:21:07.390;2.77
2019-11-06 08:21:07.467;2.77
2019-11-06 08:21:07.577;2.77
2019-11-06 08:21:07.653;2.77
2019-11-06 08:21:07.763;2.77
2019-11-06 08:21:07.920;2.77
2019-11-06 08:21:08.030;2.77
2019-11-06 08:21:08.123;2.77
2019-11-06 08:21:08.217;2.77
2019-11-06 08:21:08.280;2.77
2019-11-06 08:21:08.403;2.77
2019-11-06 08:21:08.497;2.77
2019-11-06 08:21:08.560;2.77
2019-11-06 08:21:08.747;2.77
2019-11-06 08:21:08.920;2.77
2019-11-06 08:21:09.013;2.77
2019-11-06 08:21:09.090;2.77
2019-11-06 08:21:09.200;2.77
2019-11-06 08:21:09.293;2.77
2019-11-06 08:21:09.420;2.77
2019-11-06 08:21:09.513;2.77
2019-11-06 08:21:09.700;2.77
2019-11-06 08:21:09.920;2.77
2019-11-06 08:21:10.077;2.77
2019-11-06 08:21:10.170;2.77
2019-11-06 08:21:10.247;2.77
2019-11-06 08:21:10.293;2.77
2019-11-06 08:21:10.327;2.77
2019-11-06 08:21:10.357;2.77
2019-11-06 08:21:10.403;2.77
2019-11-06 08:21:10.530;2.77
2019-11-06 08:21:10.607;2.77
2019-11-06 08:21:10.653;2.77
2019-11-06 08:21:10.747;2.77
2019-11-06 08:21:10.840;2.77
2019-11-06 08:21:10.903;2.77
2019-11-06 08:21:10.983;2.75
2019-11-06 08:21:11.077;2.77
2019-11-06 08:21:11.140;2.75
2019-11-06 08:21:11.310;2.77
2019-11-06 08:21:11.420;2.77
2019-11-06 08:21:11.467;2.77
2019-11-06 08:21:11.513;2.77
2019-11-06 08:21:11.543;2.77
2019-11-06 08:21:11.590;2.77
2019-11-06 08:21:11.623;2.77
2019-11-06 08:21:11.670;2.77
2019-11-06 08:21:11.780;2.77
2019-11-06 08:21:11.937;2.77
2019-11-06 08:21:11.997;2.75
2019-11-06 08:21:12.090;2.75
2019-11-06 08:21:12.170;2.77
2019-11-06 08:21:12.293;2.75
2019-11-06 08:21:12.437;2.75
2019-11-06 08:21:12.497;2.75
2019-11-06 08:21:12.560;2.75
2019-11-06 08:21:12.640;2.75
2019-11-06 08:21:12.717;2.75
2019-11-06 08:21:12.763;2.75
2019-11-06 08:21:12.937;2.75
2019-11-06 08:21:13.077;2.75
2019-11-06 08:21:13.170;2.75
2019-11-06 08:21:13.263;2.75
2019-11-06 08:21:13.340;2.75
2019-11-06 08:21:13.390;2.75
2019-11-06 08:21:13.543;2.75
2019-11-06 08:21:13.607;2.75
2019-11-06 08:21:13.700;2.73
2019-11-06 08:21:13.780;2.75
2019-11-06 08:21:13.827;2.75
2019-11-06 08:21:13.997;2.71
2019-11-06 08:21:14.090;2.71
2019-11-06 08:21:14.123;2.71
2019-11-06 08:21:14.200;2.71
2019-11-06 08:21:14.233;2.73
2019-11-06 08:21:14.327;2.71
2019-11-06 08:21:14.577;2.73
2019-11-06 08:21:14.717;2.73
2019-11-06 08:21:14.827;2.73
2019-11-06 08:21:14.903;2.71
2019-11-06 08:21:15.030;2.71
2019-11-06 08:21:15.090;2.71
2019-11-06 08:23:16.187;2.71
2019-11-06 08:23:16.247;2.73
2019-11-06 08:23:16.263;2.71
2019-11-06 08:23:16.280;2.73
2019-11-06 08:23:16.293;2.73
2019-11-06 08:23:16.310;2.73
2019-11-06 08:23:16.340;2.73
2019-11-06 08:23:16.373;2.73
2019-11-06 08:23:16.390;2.73
2019-11-06 08:23:16.420;2.73
2019-11-06 08:23:16.437;2.73
2019-11-06 08:23:16.497;2.73
2019-11-06 08:23:16.497;2.73
2019-11-06 08:23:16.543;2.73
2019-11-06 08:23:16.560;2.73
2019-11-06 08:23:16.577;2.73
2019-11-06 08:23:16.607;2.73
2019-11-06 08:23:16.607;2.73
2019-11-06 08:23:16.653;2.75
2019-11-06 08:23:16.670;2.75
2019-11-06 08:23:16.687;2.75
2019-11-06 08:23:16.700;2.75
2019-11-06 08:23:16.717;2.73
2019-11-06 08:23:16.733;2.75
2019-11-06 08:23:16.763;2.73
2019-11-06 08:23:16.810;2.73
2019-11-06 08:23:16.827;2.75
2019-11-06 08:23:16.840;2.73
2019-11-06 08:23:16.857;2.73
2019-11-06 08:23:16.873;2.75
2019-11-06 08:23:16.920;2.75
2019-11-06 08:23:16.937;2.71
2019-11-06 08:23:16.950;2.73
2019-11-06 08:23:16.967;2.73
2019-11-06 08:23:16.983;2.75
2019-11-06 08:23:17.030;2.75
2019-11-06 08:23:17.060;2.73
2019-11-06 08:23:17.077;2.75
2019-11-06 08:23:17.090;2.75
2019-11-06 08:23:17.123;2.75
2019-11-06 08:23:17.140;2.75
2019-11-06 08:23:17.153;2.75
2019-11-06 08:23:17.187;2.75
2019-11-06 08:23:17.217;2.75
2019-11-06 08:23:17.233;2.75
2019-11-06 08:23:17.247;2.75
2019-11-06 08:23:17.263;2.75
2019-11-06 08:23:17.280;2.75
2019-11-06 08:23:17.340;2.75
2019-11-06 08:23:17.357;2.75
2019-11-06 08:23:17.390;2.75
2019-11-06 08:23:17.403;2.75
2019-11-06 08:23:17.420;2.75
2019-11-06 08:23:17.450;2.75
2019-11-06 08:23:17.467;2.75
2019-11-06 08:23:17.513;2.75
2019-11-06 08:23:17.543;2.75
2019-11-06 08:23:17.560;2.75
2019-11-06 08:23:17.577;2.75
2019-11-06 08:23:17.607;2.75
2019-11-06 08:23:17.640;2.77
2019-11-06 08:23:17.687;2.75
2019-11-06 08:23:17.700;2.75
2019-11-06 08:23:17.717;2.77
2019-11-06 08:23:17.733;2.75
2019-11-06 08:23:17.747;2.75
2019-11-06 08:23:17.780;2.77
2019-11-06 08:23:17.810;2.77
2019-11-06 08:23:17.827;2.77
2019-11-06 08:23:17.840;2.75
2019-11-06 08:23:17.890;2.75
2019-11-06 08:23:17.903;2.75
2019-11-06 08:23:17.950;2.77
2019-11-06 08:23:18.043;2.77
2019-11-06 08:23:18.107;2.77
2019-11-06 08:23:18.170;2.77
2019-11-06 08:23:18.233;2.77
2019-11-06 08:23:18.327;2.77
2019-11-06 08:23:18.543;2.77
2019-11-06 08:23:18.590;2.77
2019-11-06 08:23:18.687;2.77
2019-11-06 08:23:18.763;2.77
2019-11-06 08:23:18.827;2.77
2019-11-06 08:23:18.903;2.77
2019-11-06 08:23:19.013;2.77
2019-11-06 08:23:19.090;2.77
2019-11-06 08:23:19.327;2.77
2019-11-06 08:23:19.450;2.77
2019-11-06 08:23:19.560;2.77
2019-11-06 08:23:19.590;2.77
2019-11-06 08:23:19.623;2.77
2019-11-06 08:23:19.687;2.77
2019-11-06 08:23:19.733;2.75
2019-11-06 08:23:19.763;2.77
2019-11-06 08:23:19.840;2.77
2019-11-06 08:23:20.043;2.77
2019-11-06 08:23:20.233;2.77
2019-11-06 08:23:20.340;2.77
2019-11-06 08:23:20.403;2.77
2019-11-06 08:23:20.437;2.75
2019-11-06 08:23:20.530;2.75
2019-11-06 08:23:20.607;2.75
2019-11-06 08:23:20.780;2.75
2019-11-06 08:23:20.873;2.75
2019-11-06 08:23:20.950;2.75
2019-11-06 08:23:21.043;2.75
2019-11-06 08:23:21.123;2.75
2019-11-06 08:23:21.217;2.71
2019-11-06 08:23:21.390;2.71
2019-11-06 08:23:21.450;2.73
2019-11-06 08:23:21.543;2.73
2019-11-06 08:23:21.700;2.71
2019-11-06 08:23:21.780;2.73
2019-11-06 08:23:21.967;2.73
2019-11-06 08:23:22.153;2.73
2019-11-06 08:23:22.233;2.7
2019-11-06 08:23:22.280;2.7
2019-11-06 08:23:22.373;2.71
2019-11-06 08:23:22.437;2.71
2019-11-06 08:23:22.513;2.71
2019-11-06 08:23:22.590;2.71
2019-11-06 08:23:22.687;2.71
2019-11-06 08:23:22.810;2.7
2019-11-06 08:23:22.903;2.7
2019-11-06 08:23:22.967;2.7
2019-11-06 08:23:23.170;2.7
2019-11-06 08:23:23.217;2.7
2019-11-06 08:23:23.327;2.7
2019-11-06 08:23:23.420;2.7
2019-11-06 08:23:23.483;2.7
2019-11-06 08:23:23.623;2.7
2019-11-06 08:23:23.687;2.68
2019-11-06 08:23:23.780;2.7
2019-11-06 08:23:23.840;2.7
2019-11-06 08:23:23.890;2.68
2019-11-06 08:23:24.013;2.68
2019-11-06 08:23:24.090;2.7
2019-11-06 08:23:24.233;2.68
2019-11-06 08:23:24.327;2.68
2019-11-06 08:23:24.450;2.68
2019-11-06 08:23:24.590;2.68
2019-11-06 08:23:24.653;2.68
2019-11-06 08:23:24.780;2.68
2019-11-06 08:23:24.873;2.68
2019-11-06 08:23:25.030;2.68
2019-11-06 08:23:25.200;2.7
2019-11-06 08:23:25.327;2.68
2019-11-06 08:23:25.437;2.7
2019-11-06 08:23:25.497;2.68
2019-11-06 08:23:25.607;2.68
2019-11-06 08:23:25.670;2.68
2019-11-06 08:23:25.950;2.68
2019-11-06 08:23:26.043;2.68
2019-11-06 08:23:26.153;2.68
2019-11-06 08:23:26.247;2.7
2019-11-06 08:23:26.327;2.68
2019-11-06 08:23:26.420;2.7
2019-11-06 08:23:26.530;2.68
2019-11-06 08:23:26.577;2.7
2019-11-06 08:23:26.640;2.71
2019-11-06 08:23:26.717;2.71
2019-11-06 08:23:26.793;2.71
2019-11-06 08:23:26.873;2.7
2019-11-06 08:23:27.013;2.71
2019-11-06 08:23:27.123;2.71
2019-11-06 08:23:27.200;2.71
2019-11-06 08:23:27.293;2.7
2019-11-06 08:23:27.357;2.71
2019-11-06 08:23:27.483;2.68
2019-11-06 08:23:27.543;2.71
2019-11-06 08:23:27.607;2.71
2019-11-06 08:23:27.670;2.71
2019-11-06 08:23:27.747;2.71
2019-11-06 08:23:27.840;2.71
2019-11-06 08:23:27.920;2.7
2019-11-06 08:23:28.090;2.71
2019-11-06 08:23:28.140;2.7
2019-11-06 08:23:28.247;2.7
2019-11-06 08:23:28.373;2.71
2019-11-06 08:23:28.437;2.7
2019-11-06 08:23:28.497;2.7
2019-11-06 08:23:28.640;2.71
2019-11-06 08:23:28.687;2.7
2019-11-06 08:23:28.780;2.7
2019-11-06 08:23:28.857;2.73
2019-11-06 08:23:28.937;2.71
2019-11-06 08:23:29.030;2.71
2019-11-06 08:23:29.107;2.73
2019-11-06 08:23:29.170;2.71
2019-11-06 08:23:29.280;2.73
2019-11-06 08:23:29.483;2.73
2019-11-06 08:23:29.607;2.73
2019-11-06 08:23:29.763;2.73
2019-11-06 08:35:36.060;2.73
2019-11-06 08:35:36.077;2.73
2019-11-06 08:35:36.077;2.73
2019-11-06 08:35:36.077;2.71
2019-11-06 08:35:36.093;2.73
2019-11-06 08:35:36.093;2.73
2019-11-06 08:35:36.107;2.73
2019-11-06 08:35:36.123;2.75
2019-11-06 08:35:36.123;2.73
2019-11-06 08:35:36.140;2.75
2019-11-06 08:35:36.140;2.75
2019-11-06 08:35:36.153;2.71
2019-11-06 08:35:36.153;2.73
2019-11-06 08:35:36.170;2.71
2019-11-06 08:35:36.170;2.73
2019-11-06 08:35:36.170;2.73
2019-11-06 08:35:36.187;2.73
2019-11-06 08:35:36.200;2.75
2019-11-06 08:35:36.217;2.73
2019-11-06 08:35:36.233;2.75
2019-11-06 08:35:36.233;2.75
2019-11-06 08:35:36.250;2.73
2019-11-06 08:35:36.250;2.75
2019-11-06 08:35:36.263;2.75
2019-11-06 08:35:36.263;2.75
2019-11-06 08:35:36.280;2.75
2019-11-06 08:35:36.297;2.75
2019-11-06 08:35:36.297;2.75
2019-11-06 08:35:36.310;2.75
2019-11-06 08:35:36.327;2.73
2019-11-06 08:35:36.327;2.75
2019-11-06 08:35:36.343;2.75
2019-11-06 08:35:36.343;2.73
2019-11-06 08:35:36.357;2.75
2019-11-06 08:35:36.357;2.75
2019-11-06 08:35:36.373;2.75
2019-11-06 08:35:36.373;2.75
2019-11-06 08:35:36.403;2.75
2019-11-06 08:35:36.420;2.75
2019-11-06 08:35:36.437;2.75
2019-11-06 08:35:36.437;2.75
2019-11-06 08:35:36.450;2.75
2019-11-06 08:35:36.467;2.75
2019-11-06 08:35:36.467;2.75
2019-11-06 08:35:36.483;2.75
2019-11-06 08:35:36.483;2.75
2019-11-06 08:35:36.500;2.71
2019-11-06 08:35:36.513;2.75
2019-11-06 08:35:36.530;2.75
2019-11-06 08:35:36.547;2.71
2019-11-06 08:35:36.547;2.75
2019-11-06 08:35:36.560;2.73
2019-11-06 08:35:36.560;2.75
2019-11-06 08:35:36.577;2.75
2019-11-06 08:35:36.593;2.75
2019-11-06 08:35:36.593;2.73
2019-11-06 08:35:36.607;2.71
2019-11-06 08:35:36.607;2.71
2019-11-06 08:35:36.623;2.73
2019-11-06 08:35:36.640;2.73
2019-11-06 08:35:36.640;2.73
2019-11-06 08:35:36.640;2.73
2019-11-06 08:35:36.653;2.73
2019-11-06 08:35:36.653;2.73
2019-11-06 08:35:36.670;2.73
2019-11-06 08:35:36.670;2.7
2019-11-06 08:35:36.700;2.73
2019-11-06 08:35:36.700;2.7
2019-11-06 08:35:36.717;2.73
2019-11-06 08:35:36.733;2.7
2019-11-06 08:35:36.733;2.73
2019-11-06 08:35:36.733;2.71
2019-11-06 08:35:36.763;2.7
2019-11-06 08:35:36.780;2.73
2019-11-06 08:35:36.780;2.71
2019-11-06 08:35:36.797;2.7
2019-11-06 08:35:36.797;2.7
2019-11-06 08:35:36.810;2.71
2019-11-06 08:35:36.827;2.71
2019-11-06 08:35:36.827;2.7
2019-11-06 08:35:36.827;2.71
2019-11-06 08:35:36.840;2.71
2019-11-06 08:35:36.840;2.71
2019-11-06 08:35:36.840;2.7
2019-11-06 08:35:36.857;2.7
2019-11-06 08:35:36.857;2.7
2019-11-06 08:35:36.857;2.7
2019-11-06 08:35:36.873;2.68
2019-11-06 08:35:36.873;2.68
2019-11-06 08:35:36.873;2.68
2019-11-06 08:35:36.890;2.68
2019-11-06 08:35:36.890;2.68
2019-11-06 08:35:36.890;2.68
2019-11-06 08:35:36.903;2.68
2019-11-06 08:35:36.903;2.68
2019-11-06 08:35:36.920;2.68
2019-11-06 08:35:36.920;2.68
2019-11-06 08:36:35.717;2.68
2019-11-06 08:36:35.733;2.68
2019-11-06 08:36:35.750;2.68
2019-11-06 08:36:35.750;2.68
2019-11-06 08:36:35.763;2.68
2019-11-06 08:36:35.780;2.68
2019-11-06 08:36:35.780;2.68
2019-11-06 08:36:35.797;2.68
2019-11-06 08:36:35.797;2.68
2019-11-06 08:36:35.810;2.68
2019-11-06 08:36:35.810;2.68
2019-11-06 08:36:35.843;2.68
2019-11-06 08:36:35.857;2.68
2019-11-06 08:36:35.857;2.68
2019-11-06 08:36:35.873;2.68
2019-11-06 08:36:35.873;2.7
2019-11-06 08:36:35.903;2.68
2019-11-06 08:36:35.920;2.68
2019-11-06 08:36:35.920;2.68
2019-11-06 08:36:35.937;2.7
2019-11-06 08:36:35.937;2.68
2019-11-06 08:36:35.950;2.7
2019-11-06 08:36:35.967;2.71
2019-11-06 08:36:35.983;2.7
2019-11-06 08:36:35.983;2.7
2019-11-06 08:36:36.000;2.7
2019-11-06 08:36:36.000;2.71
2019-11-06 08:36:36.013;2.7
2019-11-06 08:36:36.030;2.7
2019-11-06 08:36:36.030;2.7
2019-11-06 08:36:36.047;2.7
2019-11-06 08:36:36.060;2.7
2019-11-06 08:36:36.060;2.7
2019-11-06 08:36:36.077;2.71
2019-11-06 08:36:36.090;2.71
2019-11-06 08:36:36.123;2.7
2019-11-06 08:36:36.140;2.71
2019-11-06 08:36:36.140;2.71
2019-11-06 08:36:36.153;2.7
2019-11-06 08:36:36.153;2.73
2019-11-06 08:36:36.250;2.73
2019-11-06 08:36:36.263;2.71
2019-11-06 08:36:36.280;2.73
2019-11-06 08:36:36.297;2.73
2019-11-06 08:36:36.310;2.73
2019-11-06 08:36:36.310;2.73
2019-11-06 08:36:36.327;2.73
2019-11-06 08:36:36.340;2.73
2019-11-06 08:36:36.357;2.73
2019-11-06 08:36:36.373;2.73
2019-11-06 08:36:36.390;2.71
2019-11-06 08:36:36.390;2.73
2019-11-06 08:36:36.403;2.73
2019-11-06 08:36:36.420;2.73
2019-11-06 08:36:36.420;2.75
2019-11-06 08:36:36.437;2.73
2019-11-06 08:36:36.450;2.73
2019-11-06 08:36:36.467;2.73
2019-11-06 08:36:36.483;2.75
2019-11-06 08:36:36.483;2.75
2019-11-06 08:36:36.500;2.71
2019-11-06 08:36:36.513;2.71
2019-11-06 08:36:36.530;2.73
2019-11-06 08:36:36.530;2.75
2019-11-06 08:36:36.547;2.75
2019-11-06 08:36:36.560;2.75
2019-11-06 08:36:36.560;2.75
2019-11-06 08:36:36.577;2.75
2019-11-06 08:36:36.590;2.75
2019-11-06 08:36:36.590;2.75
2019-11-06 08:36:36.623;2.75
2019-11-06 08:36:36.640;2.75
2019-11-06 08:36:36.640;2.75
2019-11-06 08:36:36.653;2.75
2019-11-06 08:36:36.653;2.75
2019-11-06 08:36:36.687;2.75
2019-11-06 08:36:36.687;2.75
2019-11-06 08:36:36.700;2.75
2019-11-06 08:36:36.717;2.75
2019-11-06 08:36:36.733;2.75
2019-11-06 08:36:36.733;2.75
2019-11-06 08:36:36.750;2.75
2019-11-06 08:36:36.763;2.75
2019-11-06 08:36:36.780;2.75
2019-11-06 08:36:36.780;2.75
2019-11-06 08:36:36.797;2.75
2019-11-06 08:36:36.810;2.75
2019-11-06 08:36:36.810;2.75
2019-11-06 08:36:36.827;2.75
2019-11-06 08:36:36.827;2.75
2019-11-06 08:36:36.827;2.75
